eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197002060001,1970-02-06,0,Colorado,Denver,39.758968,-104.876305,1.0,0,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States. There were no casualties.",1,1,1,1,0,Bombing/Explosion,Transportation,Bus (excluding tourists),Transportation of Denver City Schools,Denver City School Buses,United States,Black Nationalists,Sabotage/protest the integration of Denver City Schools.,0.0,3,-99,0.0,Explosives,Dynamite/TNT,At least 12 dynamite bombs were set off under the gas tanks of the vehicles.,0,0,0,0,0,0,Minor (likely < $1 million),"School buses played a significant role in transporting Black students to integrated schools.  Approximately 1/3 of Denver's school buses were put out of commission.  Three white males were seen running from the scene shortly before the explosion, however, no perpetrators were ever apprehended.","Anthony Ripley, ""Denver Blasts Destroy 24 School Buses,"" New York Times, February 7, 1970.",Hewitt Project,-9,-9,0,-9,None
197002060002,1970-02-06,0,Washington,Seattle,47.610786,-122.331306,1.0,0,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States. There were no casualties, but the house sustained major damages. Dore was a White sympathizer of African American causes.",1,1,1,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,White politician who represented a Black constituency,Fred Dore,United States,White supremacists/nationalists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Dynamite,0,0,0,0,0,0,Minor (likely < $1 million),"The  general consensus among sources is that the attack was carried out by White Racists.  After the incident Senator Dore moved to another part of town.  This attack has been linked with the bombing of the home of Seattle State Legislator David Sprague (197004190004).  On the same day as this incident, a Jewish synagogue was bombed in Seattle (197002060003).","Earl Caldwell, ""Fear Grows in Seattle as Police Urge F.B.I. Help on Bombings,"" New York Times, April 26, 1970.",Hewitt Project,-9,-9,0,-9,None
197002060003,1970-02-06,0,Washington,Seattle,47.610786,-122.331306,1.0,0,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States. There were no casualties but the building as well as surrounding residences sustained minor damage. During this time period, there were numerous bombings in the Seattle area.",1,1,1,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Jewish Synagogue,Unspecified,United States,White supremacists/nationalists,Unspecified,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Dynamite,0,0,0,0,0,0,Minor (likely < $1 million),This might be linked with 197001280002.  Both were bombings occurred against synagogues in Seattle.  This incident took place on the same day that Washington State Senator Frank Dore's home was bombed (197002060002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197002060004,1970-02-06,0,Puerto Rico,Dorado,18.460791,-66.264884,1.0,0,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico. There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,Selective Service office in Dorado Puerto Rico,United States,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,-99,-99,1.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Unknown,Part of a multiple attack with 197002060005 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060005,1970-02-06,0,Puerto Rico,Rio Piedras,18.386932,-66.061127,1.0,0,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico. There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,1,0,Facility/Infrastructure Attack,Utilities,Electricity,General Electric,Unspecified,United States,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,-99,-99,1.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Unknown,Part of a multiple attack with 197002060004 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060006,1970-02-06,0,Puerto Rico,Carolina,18.441963,-66.026316,1.0,0,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico. There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Hotel/Resort,Hotel,San Juan Hotel,Puerto Rico,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,-99,-99,1.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Unknown,Part of a multiple attack with 197002060004 and 197002060005.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
197002060007,1970-02-06,0,Massachusetts,Boston,42.3505,-71.105399,1.0,0,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States. There were no casualties but the resulting fire damaged the office.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. office, Boston University",United States,Student Radicals,To protest the R.O.T.C. program,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Molotov cocktail,0,0,0,0,0,0,Minor (likely < $1 million),None,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197002070003,1970-02-07,0,Wisconsin,Whitewater,42.838355,-88.743224,1.0,0,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States. There were no casualties but the building sustained an estimated $1,000,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Wisconsin State College,"Old Mail Hall, Wisconsin State College",United States,Student Radicals,Unspecified,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Fire,0,0,0,0,0,0,Major (likely >= $1 million but < $1 billion),The incident took place during the evening.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197002080001,1970-02-08,0,New York,New York City,40.697132,-73.931351,1.0,0,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States. There were no casualties but the building sustains minor damages.",1,1,1,1,0,Bombing/Explosion,Business,Multinational Corporation,General Electric,Queens General Electric Service Center,United States,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,-99,-99,1.0,Explosives,Unknown Explosive Type,None,0,0,0,0,0,0,Minor (likely < $1 million),"Part of a multiple attack with 197002080002 and 197002090003.  MIRA claimed this attack along with 197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004)  These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002080002,1970-02-08,0,New York,New York City,40.697132,-73.931351,1.0,0,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States. There are no casualties but the building sustains minor damages.",1,1,1,1,0,Bombing/Explosion,Business,Multinational Corporation,General Electric,Brooklyn General Electric Service Center,United States,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,-99,-99,1.0,Explosives,Pipe Bomb,18-inch pipe bomb,0,0,0,0,0,0,Minor (likely < $1 million),"Part of a multiple attack with 197002080001 and 197002090003. MIRA claimed this attack along with 2197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002090003,1970-02-09,0,New York,New York City,40.697132,-73.931351,1.0,0,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States. The bomb was discovered and subsequently removed.",1,1,1,0,0,Bombing/Explosion,Business,Multinational Corporation,General Electric,General Electric Headquarters,United States,Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,0.0,1,1,1.0,Explosives,Pipe Bomb,Pipe bomb in a paper bag,0,0,0,0,0,0,Unspecified,"Part of a multiple attack with 197002080001 and 197002080002.  MIRA claimed this attack along with 2197002060005, in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
197002090004,1970-02-09,0,Ohio,Batavia,39.07859,-84.179414,1.0,0,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union. The automobiles were damaged, but there were no casualties. There had been a recent labor strike at the nearby General Electric Evendale plant.",1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Named Civilian,Nonunion employee of General Electric in Batavia Ohio,Leslie Jewel,United States,Strikers,Protest employees of General Electric who were not union members,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Dynamite,0,0,0,0,0,0,Minor (likely < $1 million),"This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002080001, 197002080002 and 197002090003, 197002070001 and 197002070002). These incidents are not believed to be related.","""New York GE Offices Damaged by 2 Bombs,"" The Milwaukee Journal, February 9, 1970.",Hewitt Project,-9,-9,0,-9,None
